MSSubClass,MSZoning,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageCond,PavedDrive,SaleCondition
0.588235294117647,0.5,0.3636363636363637,0.5555555555555556,0.5,0.16393442622950818,0.0,0.30000000000000004,0.75,0.25,0.1176991150442478,0.4382407985028072,1.0,1.0,0.6114421975011042,0.5255825891161887,0.6666666666666666,0.0,0.2,0.8,1.0,0.5,1.0,1.0,0.0
0.0,0.75,0.9545454545454546,1.0,0.5,0.016393442622950817,0.0,1.0,1.0,1.0,0.6132743362831858,0.6475358702432938,1.0,1.0,0.8054113936273195,0.6923143467957327,1.0,0.3333333333333333,0.8,0.8,1.0,0.75,1.0,1.0,1.0
0.2352941176470588,0.75,1.0,0.7777777777777777,0.5,0.21311475409836064,0.0,1.0,0.75,0.75,0.024778761061946902,0.4111041796631316,1.0,1.0,0.6084647606758038,0.7674061282570457,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.75,1.0,1.0,0.75
0.17647058823529413,0.75,0.3181818181818182,0.4444444444444445,0.75,0.9508196721311476,0.0,0.2,0.75,0.25,0.2517699115044248,0.22800998128509045,1.0,1.0,0.4749580662682269,0.6314615569430764,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
0.588235294117647,0.25,0.7272727272727273,0.7777777777777777,0.5,0.016393442622950817,1.0,1.0,0.75,1.0,0.6960176991150442,0.4906425452276981,1.0,1.0,0.6974380063766259,0.5995027406311748,0.6666666666666666,0.3333333333333333,0.8,0.8,1.0,0.5,1.0,1.0,0.5
0.17647058823529413,0.75,0.7727272727272727,0.5555555555555556,0.75,0.032786885245901634,0.0,0.2,0.75,1.0,0.3084070796460177,0.4504054897067997,0.75,1.0,0.645380712687734,0.7045271462462139,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.8,1.0,0.5,1.0,1.0,0.75
0.32352941176470584,0.25,0.2272727272727273,1.0,1.0,0.14754098360655735,0.0,0.2,0.5,0.25,0.0,0.3858390517779164,0.75,1.0,0.6682819684521144,0.802280802862477,0.6666666666666666,0.3333333333333333,0.8,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.3529411764705882,0.75,0.5454545454545454,0.5555555555555556,0.75,0.0819672131147541,1.0,1.0,0.75,0.25,0.0,0.1824703680598877,1.0,1.0,0.5411747743997264,0.652309673796688,0.3333333333333333,0.3333333333333333,0.6000000000000001,1.0,1.0,0.5,1.0,1.0,0.0
0.0,0.75,0.6818181818181819,0.6666666666666665,0.5,0.11475409836065575,0.0,1.0,0.75,0.75,0.6194690265486725,0.475670617592015,1.0,1.0,0.6694397482048124,0.5754360388549067,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.0,0.75,0.8636363636363636,0.7777777777777777,0.5,0.016393442622950817,0.0,1.0,0.75,1.0,0.0,0.4900187149095446,1.0,1.0,0.6825401449631143,0.5866968587244172,0.6666666666666666,0.3333333333333333,0.8,0.8,1.0,0.75,1.0,1.0,1.0
0.058823529411764684,0.75,0.13636363636363635,0.4444444444444445,0.75,0.9672131147540984,0.0,0.30000000000000004,0.25,0.25,0.0,0.248284466625078,0.75,1.0,0.3828375508887083,0.3290789416061273,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.75
0.2941176470588235,0.25,0.2272727272727273,0.4444444444444445,0.375,0.7377049180327869,0.0,0.2,0.5,0.25,0.0,0.31004366812227074,0.5,0.0,0.6247572427877959,0.7428212131438272,0.3333333333333333,0.0,0.2,0.8,0.6666666666666666,0.25,1.0,1.0,0.75
0.3529411764705882,0.75,0.5909090909090909,0.6666666666666665,0.5,0.26229508196721313,0.0,0.5,0.75,0.25,0.0,0.11977542108546475,0.75,1.0,0.386147887251648,0.5620326203858399,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.3529411764705882,0.75,0.2727272727272727,0.3333333333333333,1.0,0.09836065573770493,0.0,1.0,0.5,0.75,0.2867256637168142,0.20212102308172175,1.0,1.0,0.4654189901585135,0.4000641742932891,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.25,1.0,1.0,0.75
0.2352941176470588,0.75,0.5909090909090909,0.4444444444444445,0.5,0.032786885245901634,0.0,1.0,0.75,0.75,0.0,0.2283218964441672,1.0,1.0,0.34709103200038616,0.6461747877934663,0.3333333333333333,0.3333333333333333,0.8,1.0,1.0,0.5,1.0,1.0,0.75
0.0,0.75,0.5454545454545454,0.5555555555555556,0.625,0.13114754098360654,1.0,0.5,0.5,0.25,0.29336283185840706,0.3243917654398004,0.25,1.0,0.6021122325720749,0.5175627515194328,0.6666666666666666,0.3333333333333333,0.4,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.2352941176470588,0.75,0.9545454545454546,0.8888888888888888,0.5,0.032786885245901634,1.0,1.0,0.75,0.75,0.0,0.6715533374922021,1.0,1.0,0.8039224799261797,0.7838135604008096,1.0,0.3333333333333333,0.8,1.0,1.0,0.75,1.0,1.0,0.75
0.17647058823529413,0.25,0.2272727272727273,0.4444444444444445,0.625,0.9836065573770492,0.0,0.2,0.5,0.25,0.0,0.21085464753587024,1.0,1.0,0.3108041526314387,0.4621788505508668,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,1.0,0.0
0.4117647058823529,0.25,0.2272727272727273,0.4444444444444445,0.5,0.9508196721311476,1.0,0.2,0.5,0.25,0.0,0.2994385527136619,0.75,1.0,0.4654189901585135,0.6705268352415223,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.0,0.75
0.0,0.75,0.3636363636363637,0.4444444444444445,0.5,0.7540983606557378,0.0,0.5,0.5,0.25,0.011061946902654869,0.3568309419837804,0.5,1.0,0.5427188193668906,0.4665094483349206,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
0.4117647058823529,0.75,0.2272727272727273,0.5555555555555556,0.5,0.5081967213114754,0.0,0.7000000000000001,0.5,0.25,0.4672566371681416,0.32938240798502805,0.75,1.0,0.5074340417876133,0.4361794108721853,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.058823529411764684,0.25,0.2272727272727273,0.3333333333333333,0.375,0.9344262295081968,0.0,0.2,0.5,0.25,0.0,0.21615720524017468,0.25,0.0,0.3217528740635984,0.2765718645148234,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75
0.0,0.75,0.6818181818181819,0.5555555555555556,0.5,0.16393442622950818,0.0,1.0,0.75,1.0,0.5309734513274336,0.4613225202744853,1.0,1.0,0.6603863952199296,0.5676539709482031,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.588235294117647,0.25,0.7272727272727273,0.7777777777777777,0.5,0.06557377049180327,1.0,0.9,1.0,1.0,0.6075221238938053,0.4971927635683094,1.0,1.0,0.7030983177957268,0.6043682228354017,0.6666666666666666,0.3333333333333333,0.8,0.8,1.0,0.5,1.0,1.0,0.75
0.0,0.75,0.6818181818181819,0.4444444444444445,0.75,0.6065573770491803,1.0,0.5,0.5,0.75,0.17256637168141592,0.2694946974422957,0.5,1.0,0.4189735053832213,0.3601406324757317,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
0.0,1.0,0.8181818181818182,0.7777777777777777,0.5,0.049180327868852465,0.0,1.0,0.75,0.75,0.4769911504424778,0.488459139114161,1.0,1.0,0.6811349018622571,0.5854889419167373,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.2352941176470588,0.75,0.5454545454545454,0.5555555555555556,0.625,0.6229508196721312,0.0,0.5,0.5,0.25,0.26238938053097344,0.2255146600124766,0.5,1.0,0.3476912014429097,0.5416739853420198,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.3333333333333333,0.5,1.0,1.0,0.75
0.058823529411764684,0.25,0.0,0.3333333333333333,0.5,0.9836065573770492,0.0,0.30000000000000004,0.5,0.25,0.06725663716814159,0.2432938240798503,0.5,1.0,0.4107335572981801,0.4871362099986971,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.2941176470588235,0.25,0.18181818181818185,0.4444444444444445,0.875,0.06557377049180327,0.0,0.30000000000000004,0.5,0.5,0.0,0.2928883343730505,1.0,1.0,0.4556689222060553,0.5724425550967087,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,0.3333333333333333,0.0,0.75
